@odata.etag,msdyn_aieventid,createdon,msdyn_eventtimestamp,msdyn_eventtype,msdyn_billingtype,msdyn_creditconsumed,msdyn_ismeteredevent,msdyn_conversationid,msdyn_sessionid,_msdyn_botid_value,_msdyn_botid_value@OData.Community.Display.V1.FormattedValue,_msdyn_environmentid_value,_msdyn_environmentid_value@OData.Community.Display.V1.FormattedValue,msdyn_channel,msdyn_outcome,statecode,statuscode,versionnumber,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
"W/""6025732""",1a2aa1eb-2009-0fd4-ff28-ae97a5926435,2026-08-13T11:52:46Z,2026-08-13T11:52:46Z,Agent action,Billed,99,true,04273325-fec1-01a1-e6fe-b7c68993cac7,9d0e56d2-82a8-b9af-c1d1-0a27ba2ea913,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Resolved,0,1,24583427,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""4346071""",f23d2cb0-9393-e2d9-7f97-2cc9b87ba7fb,2026-08-13T16:08:56Z,2026-08-13T16:08:56Z,Agent action,Billed,129,true,5f28abbf-be22-8f61-97a6-565bc5bbb82f,4d29ef81-b6f7-16db-f80b-43f43e90682b,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,95225865,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""1385553""",e9a3d786-3965-8ef7-74d8-4b4df6574d85,2026-08-13T14:25:32Z,2026-08-13T14:25:32Z,Agent action,Billed,78,true,2bfea9ec-d3a6-0eff-cfd6-32ec5bc1ed0c,f611602f-5132-6dda-7351-0a4265600ffe,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,33684482,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""1125921""",fa2bf405-a66a-9854-3e2a-f5685fcdd9a0,2026-08-13T18:45:34Z,2026-08-13T18:45:34Z,Agent action,Billed,177,true,31cd47a6-cc85-9d0e-09d0-c8f2eda880d2,d0323da5-024d-a7a6-1e53-7afd65b2c013,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,94142246,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""6574964""",05e25e04-f0cb-d7c7-008e-0a741be802a6,2026-08-13T08:52:46Z,2026-08-13T08:52:46Z,Agent action,Billed,135,true,b7f150c1-905c-d29b-e61a-d83518e2556c,0be60b5f-00d6-485d-5770-62a19f462d32,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,72994299,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""2707701""",59dbaa1f-74a0-586f-e72a-3b2a6aec005a,2026-08-13T14:09:28Z,2026-08-13T14:09:28Z,Classic answer,Billed,60,true,026c20b9-d90d-73ce-2141-b507cce2cc26,ec1d2664-3ea0-2741-92d7-b20b5c7c7760,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Escalated,0,1,45272566,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""4942146""",2f6031b7-4288-fed0-7ef3-6bc694419d5b,2026-08-13T15:46:10Z,2026-08-13T15:46:10Z,Classic answer,Zero-rated,0,false,fe32c2a4-769e-602d-cb82-e6a5407477c9,5349b583-a66a-ddb1-262f-fd664877c267,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,22874023,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""9249696""",fdd5d7eb-6db7-cf19-4f32-29e2c10fc4c1,2026-08-13T19:20:39Z,2026-08-13T19:20:39Z,Classic answer,Billed,42,true,885fc8c8-9307-b7f0-16f1-091353743050,d2e4a3ba-ae67-a373-6c62-04224be39b31,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,38353715,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""9580571""",abc8115b-4210-7fb4-e6ac-8a6896d3695b,2026-08-13T11:11:41Z,2026-08-13T11:11:41Z,Generative answer,Billed,12,true,7bc627db-9283-c150-f587-735988ebca7c,9c96ae70-f50f-56f8-d405-14698edc04e1,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,76282560,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""6977355""",233546e5-8d00-a359-84e3-1bdb223120f0,2026-08-13T11:44:45Z,2026-08-13T11:44:45Z,Generative answer,Zero-rated,0,false,02aa40df-808c-c502-e8cc-017ee0567f2b,2920eb93-8780-91ea-af7f-6ee4add58f1b,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,51877637,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""3551556""",02f721e0-0a26-560e-2625-5922596fb4c1,2026-08-13T19:02:42Z,2026-08-13T19:02:42Z,Agent action,Billed,180,true,f44f9aba-c681-2164-2072-7022a738087f,d91aa7e5-b0f7-dfaf-c10a-91ef933ae9ff,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,14068509,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""1761373""",2c58ffbb-8b19-a7d2-7a74-03ba8ad1c52c,2026-08-13T14:36:44Z,2026-08-13T14:36:44Z,Agent action,Billed,141,true,42efbb0c-3c8a-d2ca-50e1-3ff9e29b1b5f,001f16ab-a829-0fd4-7ec1-3d6a608cb7a2,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,69533625,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""1620406""",6214a0f8-1219-ee28-6f7b-c14cc11c2825,2026-08-13T19:21:41Z,2026-08-13T19:21:41Z,Agent action,Billed,111,true,a6894809-1e27-bf33-3fcc-5282113f51c3,75966ea3-1f01-2baf-f082-d7e526bffa83,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,98892767,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""7754240""",44bf01b6-79f8-5fff-820c-a3979c8442a1,2026-08-13T14:27:59Z,2026-08-13T14:27:59Z,Classic answer,Billed,16,true,29036094-23d4-434b-e33f-67acc1926b9b,ebbfaf8b-e08a-ded8-3c86-a16ce1277b2f,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,48561656,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""8725884""",f54c0d74-c21c-07ba-bad2-3f1c9162dc1f,2026-08-13T14:04:05Z,2026-08-13T14:04:05Z,Classic answer,Billed,24,true,ba1af281-9809-b291-4d48-b77151220445,75566a1c-bea3-54be-ec49-ecba5e3607d4,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,21175677,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""6191397""",5d0803d6-1233-ee68-a26c-8142a66b94ff,2026-08-13T17:16:41Z,2026-08-13T17:16:41Z,Generative answer,Billed,46,true,ff7609b8-62da-fbb0-3141-4383eeaef6e4,dadb0e13-55bc-a5e1-41f6-e4431f23e6a2,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,99249401,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""4664723""",3aaf8ed2-d412-5b32-ea18-c9ef12f773c2,2026-08-13T16:56:48Z,2026-08-13T16:56:48Z,Generative answer,Billed,120,true,af5efba8-d686-2935-183d-dfac26b04c31,608251be-b31e-f94f-1c19-b22e86d34f7b,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,50497022,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""2819180""",eca1a68c-0ef0-231d-fd44-79d302dc92cb,2026-08-13T13:25:53Z,2026-08-13T13:25:53Z,Generative answer,Billed,22,true,0fd8ef06-6e8d-142c-20be-e3e57c90b3d4,833313bb-6177-b7a3-f09f-aaab7762d118,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Escalated,0,1,19502237,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""1950964""",49b6a087-6cc1-9bf3-d6c5-46dfa40b8d4c,2026-08-13T19:56:58Z,2026-08-13T19:56:58Z,Generative answer,Billed,46,true,0d2e1ace-e0c6-043d-ff7d-7ddc0887d85b,ebc7ed95-c3bc-7c80-8d1c-846d5625f816,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,48638059,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""3253362""",fe2e7cee-2bdc-ce5d-e079-3d3380abfe19,2026-08-13T09:46:51Z,2026-08-13T09:46:51Z,Generative answer,Billed,54,true,23df475d-faf7-eed9-c80c-0dfa7b776827,28ec1167-cb14-8792-42f6-457e9f3f8376,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,83049677,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""5760028""",79c75f62-98e9-2578-df53-4069cf9e39b1,2026-08-13T14:51:48Z,2026-08-13T14:51:48Z,Agent action,Zero-rated,0,false,86586933-4512-5297-abb5-3a2b298ba4cb,27a791b7-cb97-1041-3f13-263fbf3fbbe0,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Abandoned,0,1,53170446,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""2821074""",380b05c9-f976-ec36-f6f7-bd4fc0d23b64,2026-08-13T16:23:39Z,2026-08-13T16:23:39Z,Agent action,Billed,147,true,5a088d54-7fd0-8bd9-ea42-515934c42c7a,32c21447-c59a-dc06-941f-44d194bcc25c,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,59275390,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-13,batch-2026-09-04,MOCK
"W/""9424121""",974e7670-65b5-b349-1c9e-12c17d1bb702,2026-08-14T16:34:05Z,2026-08-14T16:34:05Z,Classic answer,Billed,18,true,706a529d-bed1-0bc5-621b-d76c40b64cc0,8fd87f81-6eb0-7b16-5832-c038c41bad6a,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,28250962,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""8653484""",78f0950a-0833-438f-84e7-31dd68119653,2026-08-14T10:19:41Z,2026-08-14T10:19:41Z,Classic answer,Billed,45,true,a99c0296-7804-98b7-546c-95fb22dedc6e,d790cc38-5b40-71b7-7148-5862920fa21e,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Resolved,0,1,35468088,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""8100127""",f48c7b01-6c1a-0469-a7c5-a6a37fa9b419,2026-08-14T12:26:12Z,2026-08-14T12:26:12Z,Classic answer,Zero-rated,0,false,af89c88b-3791-b890-1a9b-5f7626b29f5b,6eedd448-0325-9756-d10a-a52e6f113e4c,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,48272337,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""9365895""",528df5b7-5ac4-54a0-4fb5-83cd229a0a67,2026-08-14T18:11:50Z,2026-08-14T18:11:50Z,Generative answer,Billed,68,true,997932d9-63c9-995f-7c84-c97daabacd74,c580d039-88c5-4763-9591-c5999659a110,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,19037443,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""5187458""",38f63274-b7b2-e259-33c8-7667acaaf309,2026-08-14T16:37:54Z,2026-08-14T16:37:54Z,Generative answer,Zero-rated,0,false,de3dfd2d-e368-c7e5-c092-2a5165c16040,d110defe-90eb-7dc2-9df3-e7dc35a31901,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,18998338,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""8690702""",13418594-d3b5-17c9-a887-306d7ee70329,2026-08-14T15:07:23Z,2026-08-14T15:07:23Z,Generative answer,Billed,44,true,a11ac462-ed52-7842-4230-7605934c4a7e,5d23e94b-9f6b-2e44-540b-b48845f39d26,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,62698695,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""8622243""",15900178-4f16-42f4-d15e-64ed74259685,2026-08-14T17:57:54Z,2026-08-14T17:57:54Z,Generative answer,Zero-rated,0,false,1a657306-4810-3809-821d-4ddeeb102e8c,eb38bf6d-2474-22aa-e57a-4e6ed453bd4d,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,13873250,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""4708307""",fe7f7bc6-2287-dd40-2c9f-0466d7b96364,2026-08-14T13:08:38Z,2026-08-14T13:08:38Z,Agent action,Billed,60,true,b336f83e-9645-2fff-67db-7392766a2e96,a845f3dd-b21d-58e0-30c3-3ba47c56c7d8,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,71055011,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""4710986""",179e72a1-6f7d-96fb-a84b-313c2120c651,2026-08-14T14:17:21Z,2026-08-14T14:17:21Z,Agent action,Billed,111,true,1390081a-9e36-333f-66ed-abb3d3b26d71,41f760fd-cfaa-a46a-fb31-2fca77fc3ef3,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,39798814,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""3733085""",f34f4ecb-b59b-4217-726f-ba922a860032,2026-08-14T12:22:41Z,2026-08-14T12:22:41Z,Agent action,Billed,132,true,846b9fef-199e-170e-cb93-5d9997f7c5f5,5066eca4-5ab0-2650-02c2-2bd4cd17919d,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,16821186,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""9878544""",cd784178-3c90-4eda-f650-b1457c12c7bc,2026-08-14T14:59:53Z,2026-08-14T14:59:53Z,Agent action,Zero-rated,0,false,23f98c55-a00e-7cb9-0128-b55ab7f5bcac,a720dadb-6ad7-d02b-9007-d1e7cf8cf363,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,56347814,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""1803988""",687bff1e-73d4-39fb-9423-ee08c584d652,2026-08-14T14:54:16Z,2026-08-14T14:54:16Z,Classic answer,Billed,19,true,debdbe34-8b2e-1795-c09d-a5482589453e,ed1ae2bd-15cd-1291-717b-63f02936e436,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Resolved,0,1,84862442,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""1329330""",c0f257b1-67eb-246a-917b-1162bb65da19,2026-08-14T14:15:07Z,2026-08-14T14:15:07Z,Classic answer,Billed,53,true,2c235e42-e865-d6be-74aa-e0ed8bc8df60,4cbf91ac-fea7-7cfa-f48d-23165fb47d5b,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,76152956,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""9890911""",12cbffe1-d83b-52c0-c120-8703b8fbd5c6,2026-08-14T16:59:54Z,2026-08-14T16:59:54Z,Classic answer,Billed,21,true,e27398e4-e42f-bbce-e125-7bf5f609aeea,26d707af-81f8-f19b-dd2c-2d746a5bf38c,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,38979664,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""9142673""",748e567a-c19b-b370-1cf5-02c737ca0cd6,2026-08-14T09:08:29Z,2026-08-14T09:08:29Z,Classic answer,Billed,38,true,adcded2d-4bc8-dc2c-76bd-a990c17a78e3,de24e2c0-cee7-8eb3-d1a0-79cae0655ad4,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,74613857,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""8892328""",76135341-2379-2437-451e-83ca28f89b58,2026-08-14T12:12:30Z,2026-08-14T12:12:30Z,Classic answer,Billed,46,true,14b3fd32-c809-15f2-8049-c350596e0a60,61df8fa4-b18d-d4f5-0667-52ca45d6b302,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,54496417,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""2803319""",70f23c9c-4c3a-70e9-e280-ce7c6d788979,2026-08-14T18:23:13Z,2026-08-14T18:23:13Z,Generative answer,Billed,82,true,e5b84a7e-9c63-f684-5fb1-a7530c26454f,cab2407c-8cc6-48c5-4376-a037a21ec64a,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Escalated,0,1,55416440,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""4628747""",4bd4ba00-a2bc-75f5-899e-fb4d2e17da68,2026-08-14T08:30:41Z,2026-08-14T08:30:41Z,Generative answer,Billed,44,true,8b019c9e-d30e-0fa7-6046-4e2d584b3678,3c34e175-92ee-5b46-ac8d-23f082f2f6cf,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,80415555,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""4133756""",d58860d8-d461-0732-ef96-4afb249d53a5,2026-08-14T09:53:02Z,2026-08-14T09:53:02Z,Agent action,Billed,105,true,44964033-90c0-7b36-1ea6-98358ba23779,41c1ae5d-33f0-d6f0-36ed-e4eb0e5d8404,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,74423555,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""5158345""",c758ebf4-7155-43d8-624d-7e33360725fb,2026-08-14T18:39:50Z,2026-08-14T18:39:50Z,Agent action,Billed,135,true,839dae13-5b6d-c8b7-3b44-fb618ae911d3,5757035d-4834-75ec-d99c-2e308d095402,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Abandoned,0,1,14340101,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""9447054""",2408f883-e44f-1e93-cd7b-529aacfead5a,2026-08-14T16:06:13Z,2026-08-14T16:06:13Z,Classic answer,Billed,60,true,b0ae5560-b0b7-ecaf-3b7c-5677c0286ece,ba4de650-b45c-e351-de04-299b1ac723c7,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,64682441,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""5716794""",8560feb8-aa9b-4221-50bf-123373b64e2a,2026-08-14T19:25:42Z,2026-08-14T19:25:42Z,Classic answer,Billed,36,true,3fd6345f-fe54-681b-dbcb-87e6bda0a4ec,60b8f18b-5b29-d881-3e59-9718e35d99c4,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,79586829,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""3775525""",fe76a011-0241-4f91-7251-23ce2e53c8df,2026-08-14T10:57:32Z,2026-08-14T10:57:32Z,Classic answer,Billed,53,true,e2703b36-adb8-1a88-ee9d-fa10662a29ae,78de4d52-e7e1-062f-9499-2b1aa187264f,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,75192513,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
"W/""9484558""",735253a2-0f78-0a76-e86b-719d502d53b4,2026-08-14T12:11:37Z,2026-08-14T12:11:37Z,Classic answer,Billed,39,true,a2e7d27b-09fb-326a-7011-6af8d4add011,8a0697a1-6eb5-954c-3656-7a6e23d3ed2b,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,17173330,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-14,batch-2026-09-04,MOCK
